name,instagram,date,followers,days
Bianca,@biancaandradeoficial,02-04-2020,9103493,18
Bianca,@biancaandradeoficial,02-05-2020,9058958,19
Bianca,@biancaandradeoficial,02-06-2020,9056026,20
Bianca,@biancaandradeoficial,02-07-2020,9064330,21
Bianca,@biancaandradeoficial,02-08-2020,9069882,22
Bianca,@biancaandradeoficial,02-09-2020,9078813,23
Bianca,@biancaandradeoficial,02-10-2020,9080964,24
Bianca,@biancaandradeoficial,02-11-2020,9092825,25
Bianca,@biancaandradeoficial,02-12-2020,9114374,26
Bianca,@biancaandradeoficial,02-13-2020,9129135,27
Bianca,@biancaandradeoficial,02-14-2020,9140760,28
Bianca,@biancaandradeoficial,02-15-2020,9141997,29
Bianca,@biancaandradeoficial,02-16-2020,9147687,30
Bianca,@biancaandradeoficial,02-17-2020,9156470,31
Bianca,@biancaandradeoficial,02-18-2020,9167660,32
Bianca,@biancaandradeoficial,02-19-2020,9178045,33
Bianca,@biancaandradeoficial,02-20-2020,9193228,34
Bianca,@biancaandradeoficial,02-21-2020,9205446,35
Bianca,@biancaandradeoficial,02-22-2020,9210830,36
Bianca,@biancaandradeoficial,02-23-2020,9226172,37
Daniel,@daniel_lenhardt,01-18-2020,0,1
Daniel,@daniel_lenhardt,01-19-2020,0,2
Daniel,@daniel_lenhardt,01-20-2020,0,3
Daniel,@daniel_lenhardt,01-21-2020,0,4
Daniel,@daniel_lenhardt,01-22-2020,0,5
Daniel,@daniel_lenhardt,01-23-2020,0,6
Daniel,@daniel_lenhardt,01-24-2020,0,7
Daniel,@daniel_lenhardt,01-25-2020,0,8
Daniel,@daniel_lenhardt,01-26-2020,0,9
Daniel,@daniel_lenhardt,01-27-2020,0,10
Daniel,@daniel_lenhardt,01-28-2020,0,11
Daniel,@daniel_lenhardt,01-29-2020,0,12
Daniel,@daniel_lenhardt,01-30-2020,0,13
Daniel,@daniel_lenhardt,01-31-2020,0,14
Daniel,@daniel_lenhardt,02-01-2020,0,15
Daniel,@daniel_lenhardt,02-02-2020,144426,16
Daniel,@daniel_lenhardt,02-03-2020,160723,17
Daniel,@daniel_lenhardt,02-04-2020,176905,18
Daniel,@daniel_lenhardt,02-05-2020,369526,19
Daniel,@daniel_lenhardt,02-06-2020,527425,20
Daniel,@daniel_lenhardt,02-07-2020,621609,21
Daniel,@daniel_lenhardt,02-08-2020,641674,22
Daniel,@daniel_lenhardt,02-09-2020,679409,23
Daniel,@daniel_lenhardt,02-10-2020,729069,24
Daniel,@daniel_lenhardt,02-11-2020,781937,25
Daniel,@daniel_lenhardt,02-12-2020,813785,26
Daniel,@daniel_lenhardt,02-13-2020,836332,27
Daniel,@daniel_lenhardt,02-14-2020,853931,28
Daniel,@daniel_lenhardt,02-15-2020,867103,29
Daniel,@daniel_lenhardt,02-16-2020,876779,30
Daniel,@daniel_lenhardt,02-17-2020,882239,31
Daniel,@daniel_lenhardt,02-18-2020,890391,32
Daniel,@daniel_lenhardt,02-19-2020,894778,33
Daniel,@daniel_lenhardt,02-20-2020,898640,34
Daniel,@daniel_lenhardt,02-21-2020,900709,35
Daniel,@daniel_lenhardt,02-22-2020,901202,36
Daniel,@daniel_lenhardt,02-23-2020,908294,37
Prior,@felipeprior,01-18-2020,0,1
Prior,@felipeprior,01-19-2020,28143,2
Prior,@felipeprior,01-20-2020,30382,3
Prior,@felipeprior,01-21-2020,32366,4
Prior,@felipeprior,01-22-2020,39007,5
Prior,@felipeprior,01-23-2020,45035,6
Prior,@felipeprior,01-24-2020,52721,7
Prior,@felipeprior,01-25-2020,59420,8
Prior,@felipeprior,01-26-2020,63827,9
Prior,@felipeprior,01-27-2020,67220,10
Prior,@felipeprior,01-28-2020,70503,11
Prior,@felipeprior,01-29-2020,76086,12
Prior,@felipeprior,01-30-2020,82456,13
Prior,@felipeprior,01-31-2020,88875,14
Prior,@felipeprior,02-01-2020,93982,15
Prior,@felipeprior,02-02-2020,98654,16
Prior,@felipeprior,02-03-2020,102073,17
Prior,@felipeprior,02-04-2020,104880,18
Prior,@felipeprior,02-05-2020,114158,19
Prior,@felipeprior,02-06-2020,120613,20
Prior,@felipeprior,02-07-2020,126603,21
Prior,@felipeprior,02-08-2020,130479,22
Prior,@felipeprior,02-09-2020,135886,23
Prior,@felipeprior,02-10-2020,146670,24
Prior,@felipeprior,02-11-2020,154824,25
Prior,@felipeprior,02-12-2020,168630,26
Prior,@felipeprior,02-13-2020,179553,27
Prior,@felipeprior,02-14-2020,187851,28
Prior,@felipeprior,02-15-2020,195508,29
Prior,@felipeprior,02-16-2020,211561,30
Prior,@felipeprior,02-17-2020,226335,31
Prior,@felipeprior,02-18-2020,237870,32
Prior,@felipeprior,02-19-2020,265495,33
Prior,@felipeprior,02-20-2020,286833,34
Prior,@felipeprior,02-21-2020,313928,35
Prior,@felipeprior,02-22-2020,334856,36
Prior,@felipeprior,02-23-2020,356129,37
Flayslane,@laneoficial,01-18-2020,0,1
Flayslane,@laneoficial,01-19-2020,145385,2
Flayslane,@laneoficial,01-20-2020,155805,3
Flayslane,@laneoficial,01-21-2020,162208,4
Flayslane,@laneoficial,01-22-2020,192856,5
Flayslane,@laneoficial,01-23-2020,278991,6
Flayslane,@laneoficial,01-24-2020,311903,7
Flayslane,@laneoficial,01-25-2020,336206,8
Flayslane,@laneoficial,01-26-2020,364715,9
Flayslane,@laneoficial,01-27-2020,379697,10
Flayslane,@laneoficial,01-28-2020,397346,11
Flayslane,@laneoficial,01-29-2020,418121,12
Flayslane,@laneoficial,01-30-2020,450743,13
Flayslane,@laneoficial,01-31-2020,479912,14
Flayslane,@laneoficial,02-01-2020,496930,15
Flayslane,@laneoficial,02-02-2020,512333,16
Flayslane,@laneoficial,02-03-2020,536985,17
Flayslane,@laneoficial,02-04-2020,553178,18
Flayslane,@laneoficial,02-05-2020,584160,19
Flayslane,@laneoficial,02-06-2020,609564,20
Flayslane,@laneoficial,02-07-2020,637056,21
Flayslane,@laneoficial,02-08-2020,655025,22
Flayslane,@laneoficial,02-09-2020,667045,23
Flayslane,@laneoficial,02-10-2020,688638,24
Flayslane,@laneoficial,02-11-2020,716497,25
Flayslane,@laneoficial,02-12-2020,744806,26
Flayslane,@laneoficial,02-13-2020,774516,27
Flayslane,@laneoficial,02-14-2020,801063,28
Flayslane,@laneoficial,02-15-2020,816707,29
Flayslane,@laneoficial,02-16-2020,833500,30
Flayslane,@laneoficial,02-17-2020,847198,31
Flayslane,@laneoficial,02-18-2020,863547,32
Flayslane,@laneoficial,02-19-2020,883617,33
Flayslane,@laneoficial,02-20-2020,899100,34
Flayslane,@laneoficial,02-21-2020,912740,35
Flayslane,@laneoficial,02-22-2020,924397,36
Flayslane,@laneoficial,02-23-2020,943108,37
Gabi,@gabimartins,01-18-2020,0,1
Gabi,@gabimartins,01-19-2020,1190702,2
Gabi,@gabimartins,01-20-2020,1208033,3
Gabi,@gabimartins,01-21-2020,1222406,4
Gabi,@gabimartins,01-22-2020,1252972,5
Gabi,@gabimartins,01-23-2020,1277821,6
Gabi,@gabimartins,01-24-2020,1303717,7
Gabi,@gabimartins,01-25-2020,1327997,8
Gabi,@gabimartins,01-26-2020,1353880,9
Gabi,@gabimartins,01-27-2020,1394455,10
Gabi,@gabimartins,01-28-2020,1419641,11
Gabi,@gabimartins,01-29-2020,1451233,12
Gabi,@gabimartins,01-30-2020,1509000,13
Gabi,@gabimartins,01-31-2020,1565102,14
Gabi,@gabimartins,02-01-2020,1603103,15
Gabi,@gabimartins,02-02-2020,1644948,16
Gabi,@gabimartins,02-03-2020,1705496,17
Gabi,@gabimartins,02-04-2020,1755591,18
Gabi,@gabimartins,02-05-2020,1838772,19
Gabi,@gabimartins,02-06-2020,1953495,20
Gabi,@gabimartins,02-07-2020,2085413,21
Gabi,@gabimartins,02-08-2020,2110590,22
Gabi,@gabimartins,02-09-2020,2149323,23
Gabi,@gabimartins,02-10-2020,2262454,24
Gabi,@gabimartins,02-11-2020,2570551,25
Gabi,@gabimartins,02-12-2020,2669766,26
Gabi,@gabimartins,02-13-2020,2756439,27
Gabi,@gabimartins,02-14-2020,2816737,28
Gabi,@gabimartins,02-15-2020,2864674,29
Gabi,@gabimartins,02-16-2020,2901556,30
Gabi,@gabimartins,02-17-2020,2936184,31
Gabi,@gabimartins,02-18-2020,2977433,32
Gabi,@gabimartins,02-19-2020,3031967,33
Gabi,@gabimartins,02-20-2020,3075569,34
Gabi,@gabimartins,02-21-2020,3118383,35
Gabi,@gabimartins,02-22-2020,3158797,36
Gabi,@gabimartins,02-23-2020,3179832,37
